"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","52.50000000000","STRING","Greene","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","41.70000000000","STRING","Jackson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.30000000000","STRING","Chariton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.10000000000","STRING","Hayes","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.20000000000","STRING","Trumbull","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.20000000000","STRING","Cass","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.40000000000","STRING","Dodge","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.20000000000","STRING","Oakland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","20.80000000000","STRING","Gallatin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.90000000000","STRING","Sussex","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","17.30000000000","STRING","Roosevelt","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","27.80000000000","STRING","Chouteau","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.10000000000","STRING","Petroleum","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","16.30000000000","STRING","Daniels","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.20000000000","STRING","Warren","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.20000000000","STRING","Lander","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.40000000000","STRING","Nye","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.70000000000","STRING","Sandoval","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.10000000000","STRING","Warren","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","36.00000000000","STRING","Huron","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","18.00000000000","STRING","Wright","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","16.60000000000","STRING","Sheridan","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","46.80000000000","STRING","Carter","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.80000000000","STRING","Burlington","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","57.10000000000","STRING","Smith","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","14.70000000000","STRING","Pope","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","55.20000000000","STRING","Kemper","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","27.00000000000","STRING","Musselshell","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","22.70000000000","STRING","Fallon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.70000000000","STRING","York","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.80000000000","STRING","Esmeralda","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.60000000000","STRING","Washtenaw","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.90000000000","STRING","Hocking","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.70000000000","STRING","Grant","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","13.80000000000","STRING","Becker","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","17.90000000000","STRING","Murray","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.20000000000","STRING","Benton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.50000000000","STRING","Cleveland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","19.80000000000","STRING","Olmsted","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","53.90000000000","STRING","Union","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.60000000000","STRING","Lawrence","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.80000000000","STRING","Gentry","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","18.20000000000","STRING","Hinsdale","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","28.20000000000","STRING","Alpine","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.70000000000","STRING","Saline","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.20000000000","STRING","Cross","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","18.70000000000","STRING","Mineral","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","67.60000000000","STRING","Flagler","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.70000000000","STRING","Huerfano","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","24.50000000000","STRING","Petersburg","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.30000000000","STRING","Jefferson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","73.60000000000","STRING","Broward","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","54.60000000000","STRING","Barrow","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.60000000000","STRING","Butler","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.80000000000","STRING","Plumas","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","53.80000000000","STRING","Cobb","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.80000000000","STRING","Lyon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","50.90000000000","STRING","Monroe","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.80000000000","STRING","Harrison","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","29.70000000000","STRING","Douglas","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.30000000000","STRING","Atchison","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","22.80000000000","STRING","Conejos","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","53.00000000000","STRING","Choctaw","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.40000000000","STRING","Jefferson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.80000000000","STRING","Chatham","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.40000000000","STRING","Yadkin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","8.40000000000","STRING","Pennington","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.00000000000","STRING","Pike","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.50000000000","STRING","Gila","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.40000000000","STRING","Rockland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","7.80000000000","STRING","Marshall","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","63.40000000000","STRING","Columbia","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","9.30000000000","STRING","Towner","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","52.60000000000","STRING","Lenoir","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.20000000000","STRING","Seneca","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","15.60000000000","STRING","Kanabec","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.40000000000","STRING","Stewart","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.40000000000","STRING","Webster","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","20.10000000000","STRING","Eau Claire","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","27.70000000000","STRING","Waukesha","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","21.10000000000","STRING","Hot Springs","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.90000000000","STRING","Indiana","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","54.00000000000","STRING","Union","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.60000000000","STRING","Florence","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.80000000000","STRING","Macon","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.00000000000","STRING","Bledsoe","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.10000000000","STRING","Collingsworth","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.50000000000","STRING","Ochiltree","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.80000000000","STRING","Tarrant","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.60000000000","STRING","Shackelford","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","27.70000000000","STRING","Juab","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","59.20000000000","STRING","Colleton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","46.20000000000","STRING","Albemarle","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.90000000000","STRING","Fentress","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","52.10000000000","STRING","Navarro","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.40000000000","STRING","Dickenson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.90000000000","STRING","Wise","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","33.80000000000","STRING","Umatilla","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","20.60000000000","STRING","Potter","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","27.70000000000","STRING","Ozaukee","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","59.70000000000","STRING","Hardin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.60000000000","STRING","Page","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.90000000000","STRING","Snohomish","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.50000000000","STRING","Montgomery","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","55.60000000000","STRING","Greenwood","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.30000000000","STRING","Fannin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.20000000000","STRING","Hopkins","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","22.20000000000","STRING","Franklin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.80000000000","STRING","Santa Barbara","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.00000000000","STRING","Baca","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.00000000000","STRING","Craighead","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
